entity	יֵשׁוּת
secretor	בַּלּוּטָה
secreter	בַּלּוּטָה
kidney	כִּלְיָה
liver	כָּבֵד
pancreas	פַּנְקְרֵאָס
pancreas	לַבְלַב
lung	רֵאָה
ventricle	חֶדֶר
heart ventricle	חֶדֶר
atrium	עֲלִיָּה
stomach	קֵבָה
tummy	קֵבָה
tum	קֵבָה
breadbasket	קֵבָה
juice	!מִיץ
succus	!מִיץ
milk	חָלָב
perspiration	זֵעָה
sweat	זֵעָה
sudor	זֵעָה
bile	מָרָה
gall	מָרָה
pus	מֻגְלָה
purulence	מֻגְלָה
suppuration	מֻגְלָה
ichor	מֻגְלָה
sanies	מֻגְלָה
festering	מֻגְלָה
retina	רִשְׁתִּית
gene	!גֶּן
cistron	!גֶּן
factor	!גֶּן
sperm	תָּא-זֶרַע
sperm	זֶרַע
sperm cell	תָּא-זֶרַע
sperm cell	זֶרַע
spermatozoon	תָּא-זֶרַע
spermatozoon	זֶרַע
spermatozoan	תָּא-זֶרַע
spermatozoan	זֶרַע
lobe	אֻנָּה
ventricle	!חֶדֶר
genitalia	אֵיבְרֵי-הַמִּין
genitalia	עֶרְוָה
genital organ	אֵיבְרֵי-הַמִּין
genital organ	עֶרְוָה
genitals	אֵיבְרֵי-הַמִּין
genitals	עֶרְוָה
private parts	אֵיבְרֵי-הַמִּין
private parts	עֶרְוָה
privates	אֵיבְרֵי-הַמִּין
privates	עֶרְוָה
crotch	אֵיבְרֵי-הַמִּין
crotch	עֶרְוָה
uterus	רֶחֶם
womb	רֶחֶם
hymen	בְּתוּלִין
hymen	בְּתוּלִים
hymen	קְרוּם-הַבְּתוּלִים
maidenhead	בְּתוּלִין
maidenhead	בְּתוּלִים
maidenhead	קְרוּם-הַבְּתוּלִים
virginal membrane	בְּתוּלִין
virginal membrane	בְּתוּלִים
virginal membrane	קְרוּם-הַבְּתוּלִים
penis	גִּיד
penis	גַּבְרוּת
penis	פִּין
penis	אֵיבָר
phallus	גִּיד
phallus	גַּבְרוּת
phallus	פִּין
phallus	אֵיבָר
member	גִּיד
member	גַּבְרוּת
member	פִּין
member	אֵיבָר
prepuce	עָרְלָה
foreskin	עָרְלָה
esophagus	וֵשֶׁט
oesophagus	וֵשֶׁט
gorge	וֵשֶׁט
gullet	וֵשֶׁט
intestine	מְעִי
bowel	מְעִי
gut	מְעִי
scalp	קַרְקֶפֶת
frontal bone	עֶצֶם-הַמֵּצַח
os frontale	עֶצֶם-הַמֵּצַח
forehead	עֶצֶם-הַמֵּצַח
nape	עֹרֶף
scruff	עֹרֶף
nucha	עֹרֶף
thorax	בֵּית-הֶחָזֶה
chest	בֵּית-הֶחָזֶה
pectus	בֵּית-הֶחָזֶה
breast	חָזֶה
chest	חָזֶה
breast	צִיצִי
breast	שָׁד
breast	דַּד
bosom	צִיצִי
bosom	שָׁד
bosom	דַּד
knocker	צִיצִי
knocker	שָׁד
knocker	דַּד
boob	צִיצִי
boob	שָׁד
boob	דַּד
tit	צִיצִי
tit	שָׁד
tit	דַּד
titty	צִיצִי
titty	שָׁד
titty	דַּד
nipple	פִּטְמָה
mammilla	פִּטְמָה
mamilla	פִּטְמָה
pap	פִּטְמָה
teat	פִּטְמָה
tit	פִּטְמָה
belly	כֶּרֶס
paunch	כֶּרֶס
abdomen	בֶּטֶן
venter	בֶּטֶן
stomach	בֶּטֶן
belly	בֶּטֶן
back	גַּב
dorsum	גַּב
buttocks	עֲגָבוֹת
buttocks	טוּסִיק
buttocks	יַשְׁבָן
buttocks	עַכּוּז
buttocks	תַּחַת
buttocks	אֲחוֹרַיִם
buttocks	שֵׁת
nates	עֲגָבוֹת
nates	טוּסִיק
nates	יַשְׁבָן
nates	עַכּוּז
nates	תַּחַת
nates	אֲחוֹרַיִם
nates	שֵׁת
arse	עֲגָבוֹת
arse	טוּסִיק
arse	יַשְׁבָן
arse	עַכּוּז
arse	תַּחַת
arse	אֲחוֹרַיִם
arse	שֵׁת
butt	עֲגָבוֹת
butt	טוּסִיק
butt	יַשְׁבָן
butt	עַכּוּז
butt	תַּחַת
butt	אֲחוֹרַיִם
butt	שֵׁת
backside	עֲגָבוֹת
backside	טוּסִיק
backside	יַשְׁבָן
backside	עַכּוּז
backside	תַּחַת
backside	אֲחוֹרַיִם
backside	שֵׁת
bum	עֲגָבוֹת
bum	טוּסִיק
bum	יַשְׁבָן
bum	עַכּוּז
bum	תַּחַת
bum	אֲחוֹרַיִם
bum	שֵׁת
buns	עֲגָבוֹת
buns	טוּסִיק
buns	יַשְׁבָן
buns	עַכּוּז
buns	תַּחַת
buns	אֲחוֹרַיִם
buns	שֵׁת
can	עֲגָבוֹת
can	טוּסִיק
can	יַשְׁבָן
can	עַכּוּז
can	תַּחַת
can	אֲחוֹרַיִם
can	שֵׁת
fundament	עֲגָבוֹת
fundament	טוּסִיק
fundament	יַשְׁבָן
fundament	עַכּוּז
fundament	תַּחַת
fundament	אֲחוֹרַיִם
fundament	שֵׁת
hindquarters	עֲגָבוֹת
hindquarters	טוּסִיק
hindquarters	יַשְׁבָן
hindquarters	עַכּוּז
hindquarters	תַּחַת
hindquarters	אֲחוֹרַיִם
hindquarters	שֵׁת
hind end	עֲגָבוֹת
hind end	טוּסִיק
hind end	יַשְׁבָן
hind end	עַכּוּז
hind end	תַּחַת
hind end	אֲחוֹרַיִם
hind end	שֵׁת
keister	עֲגָבוֹת
keister	טוּסִיק
keister	יַשְׁבָן
keister	עַכּוּז
keister	תַּחַת
keister	אֲחוֹרַיִם
keister	שֵׁת
posterior	עֲגָבוֹת
posterior	טוּסִיק
posterior	יַשְׁבָן
posterior	עַכּוּז
posterior	תַּחַת
posterior	אֲחוֹרַיִם
posterior	שֵׁת
prat	עֲגָבוֹת
prat	טוּסִיק
prat	יַשְׁבָן
prat	עַכּוּז
prat	תַּחַת
prat	אֲחוֹרַיִם
prat	שֵׁת
rear	עֲגָבוֹת
rear	טוּסִיק
rear	יַשְׁבָן
rear	עַכּוּז
rear	תַּחַת
rear	אֲחוֹרַיִם
rear	שֵׁת
rear end	עֲגָבוֹת
rear end	טוּסִיק
rear end	יַשְׁבָן
rear end	עַכּוּז
rear end	תַּחַת
rear end	אֲחוֹרַיִם
rear end	שֵׁת
rump	עֲגָבוֹת
rump	טוּסִיק
rump	יַשְׁבָן
rump	עַכּוּז
rump	תַּחַת
rump	אֲחוֹרַיִם
rump	שֵׁת
stern	עֲגָבוֹת
stern	טוּסִיק
stern	יַשְׁבָן
stern	עַכּוּז
stern	תַּחַת
stern	אֲחוֹרַיִם
stern	שֵׁת
seat	עֲגָבוֹת
seat	טוּסִיק
seat	יַשְׁבָן
seat	עַכּוּז
seat	תַּחַת
seat	אֲחוֹרַיִם
seat	שֵׁת
tail	עֲגָבוֹת
tail	טוּסִיק
tail	יַשְׁבָן
tail	עַכּוּז
tail	תַּחַת
tail	אֲחוֹרַיִם
tail	שֵׁת
tail end	עֲגָבוֹת
tail end	טוּסִיק
tail end	יַשְׁבָן
tail end	עַכּוּז
tail end	תַּחַת
tail end	אֲחוֹרַיִם
tail end	שֵׁת
tooshie	עֲגָבוֹת
tooshie	טוּסִיק
tooshie	יַשְׁבָן
tooshie	עַכּוּז
tooshie	תַּחַת
tooshie	אֲחוֹרַיִם
tooshie	שֵׁת
tush	עֲגָבוֹת
tush	טוּסִיק
tush	יַשְׁבָן
tush	עַכּוּז
tush	תַּחַת
tush	אֲחוֹרַיִם
tush	שֵׁת
bottom	עֲגָבוֹת
bottom	טוּסִיק
bottom	יַשְׁבָן
bottom	עַכּוּז
bottom	תַּחַת
bottom	אֲחוֹרַיִם
bottom	שֵׁת
behind	עֲגָבוֹת
behind	טוּסִיק
behind	יַשְׁבָן
behind	עַכּוּז
behind	תַּחַת
behind	אֲחוֹרַיִם
behind	שֵׁת
derriere	עֲגָבוֹת
derriere	טוּסִיק
derriere	יַשְׁבָן
derriere	עַכּוּז
derriere	תַּחַת
derriere	אֲחוֹרַיִם
derriere	שֵׁת
fanny	עֲגָבוֹת
fanny	טוּסִיק
fanny	יַשְׁבָן
fanny	עַכּוּז
fanny	תַּחַת
fanny	אֲחוֹרַיִם
fanny	שֵׁת
ass	עֲגָבוֹת
ass	טוּסִיק
ass	יַשְׁבָן
ass	עַכּוּז
ass	תַּחַת
ass	אֲחוֹרַיִם
ass	שֵׁת
thigh	יָרֵךְ
fist	אֶגְרוֹף
clenched fist	אֶגְרוֹף
right	יַד-יָמִין
right	יָמִין
right hand	יַד-יָמִין
right hand	יָמִין
digit	אֶצְבַּע
dactyl	אֶצְבַּע
thumb	אֲגוּדָל
pollex	אֲגוּדָל
knee joint	בֶּרֶךְ
human knee	בֶּרֶךְ
articulatio genus	בֶּרֶךְ
genu	בֶּרֶךְ
big toe	בֹּהֶן
great toe	בֹּהֶן
hallux	בֹּהֶן
ankle	קַרְסֹל
ankle joint	קַרְסֹל
mortise joint	קַרְסֹל
articulatio talocruralis	קַרְסֹל
nail	צִפֹּרֶן
joint	פֶּרֶק
joint	מִפְרָק
articulation	פֶּרֶק
articulation	מִפְרָק
articulatio	פֶּרֶק
articulatio	מִפְרָק
chin	סַנְטֵר
mentum	סַנְטֵר
brow	מֵצַח
forehead	מֵצַח
precaution	זְהִירוּת
care	זְהִירוּת
forethought	זְהִירוּת
ability	כֹּשֶׁר
ability	כּוֹחַ
power	כֹּשֶׁר
power	כּוֹחַ
craft	עַרְמוּמִיּוּת
craft	תַּחְמָנוּת
craft	עָרְמָה
craftiness	עַרְמוּמִיּוּת
craftiness	תַּחְמָנוּת
craftiness	עָרְמָה
cunning	עַרְמוּמִיּוּת
cunning	תַּחְמָנוּת
cunning	עָרְמָה
foxiness	עַרְמוּמִיּוּת
foxiness	תַּחְמָנוּת
foxiness	עָרְמָה
guile	עַרְמוּמִיּוּת
guile	תַּחְמָנוּת
guile	עָרְמָה
slyness	עַרְמוּמִיּוּת
slyness	תַּחְמָנוּת
slyness	עָרְמָה
wiliness	עַרְמוּמִיּוּת
wiliness	תַּחְמָנוּת
wiliness	עָרְמָה
shrewdness	פִּקְחוּת
astuteness	פִּקְחוּת
perspicacity	פִּקְחוּת
perspicaciousness	פִּקְחוּת
instinct	אִינְסְטִינְקְט
inherent aptitude	אִינְסְטִינְקְט
creativity	יְצִירָתִיּוּת
creativeness	יְצִירָתִיּוּת
creative thinking	יְצִירָתִיּוּת
imaginary place	מָקוֹם-דִּמְיוֹנִי
mythical place	מָקוֹם-דִּמְיוֹנִי
fictitious place	מָקוֹם-דִּמְיוֹנִי
afterworld	!דּוּמָה
Heaven	שָׁמַיִם
Heaven	מַעְלָה
skill	!מְיֻמָּנוּת
skill	!מַדָּע
science	!מְיֻמָּנוּת
science	!מַדָּע
skill	מְיֻמָּנוּת
accomplishment	מְיֻמָּנוּת
acquirement	מְיֻמָּנוּת
acquisition	מְיֻמָּנוּת
attainment	מְיֻמָּנוּת
seamanship	יַמָּאוּת
expertness	מֻמְחִיּוּת
expertise	מֻמְחִיּוּת
professionalism	פְּרוֹפֶסְיוֹנָלִיּוּת
mental retardation	פִּגּוּר
backwardness	פִּגּוּר
slowness	פִּגּוּר
subnormality	פִּגּוּר
faculty	כֹּשֶׁר-מֶנְטָלִי
faculty	יְכֹלֶת-קוֹגְנִיטִיבִית
mental faculty	כֹּשֶׁר-מֶנְטָלִי
mental faculty	יְכֹלֶת-קוֹגְנִיטִיבִית
module	כֹּשֶׁר-מֶנְטָלִי
module	יְכֹלֶת-קוֹגְנִיטִיבִית
sense	חוּשׁ
sensation	חוּשׁ
sentience	חוּשׁ
sentiency	חוּשׁ
sensory faculty	חוּשׁ
volition	רָצוֹן
will	רָצוֹן
eyesight	!רְאִיָּה
seeing	!רְאִיָּה
sightedness	!רְאִיָּה
method	שִׁיטָה
solution	!פִּתְרוֹן
institution	מוֹסָד
matter	עִנְיָן
affair	עִנְיָן
thing	עִנְיָן
daze	מְבוּכָה
fog	מְבוּכָה
haze	מְבוּכָה
mystery	מִסְתּוֹרִין
mystery	חִידָה
mystery	תַּעֲלוּמָה
mystery	אֶנִיגְמָה
enigma	מִסְתּוֹרִין
enigma	חִידָה
enigma	תַּעֲלוּמָה
enigma	אֶנִיגְמָה
secret	מִסְתּוֹרִין
secret	חִידָה
secret	תַּעֲלוּמָה
secret	אֶנִיגְמָה
closed book	מִסְתּוֹרִין
closed book	חִידָה
closed book	תַּעֲלוּמָה
closed book	אֶנִיגְמָה
trouble	צָרָה
problem	צָרָה
substitute	חֲלִיפָה
replacement	חֲלִיפָה
uncertainty	סָפֵק
incertitude	סָפֵק
dubiety	סָפֵק
hesitation	הִסּוּס
vacillation	הִסּוּס
wavering	הִסּוּס
aroma	נִיחוֹחַ
fragrance	נִיחוֹחַ
perfume	נִיחוֹחַ
scent	נִיחוֹחַ
malodor	סֵרָחוֹן
malodor	עִפּוּשׁ
malodor	צַחֲנָה
malodor	סִרָחוֹן
malodour	סֵרָחוֹן
malodour	עִפּוּשׁ
malodour	צַחֲנָה
malodour	סִרָחוֹן
stench	סֵרָחוֹן
stench	עִפּוּשׁ
stench	צַחֲנָה
stench	סִרָחוֹן
stink	סֵרָחוֹן
stink	עִפּוּשׁ
stink	צַחֲנָה
stink	סִרָחוֹן
reek	סֵרָחוֹן
reek	עִפּוּשׁ
reek	צַחֲנָה
reek	סִרָחוֹן
fetor	סֵרָחוֹן
fetor	עִפּוּשׁ
fetor	צַחֲנָה
fetor	סִרָחוֹן
foetor	סֵרָחוֹן
foetor	עִפּוּשׁ
foetor	צַחֲנָה
foetor	סִרָחוֹן
mephitis	סֵרָחוֹן
mephitis	עִפּוּשׁ
mephitis	צַחֲנָה
mephitis	סִרָחוֹן
salt	מְלִיחוּת
saltiness	מְלִיחוּת
salinity	מְלִיחוּת
heat	חֹם
warmth	חֹם
arrangement	סֵדֶר
organization	סֵדֶר
organisation	סֵדֶר
system	סֵדֶר
classification	!מִיּוּן
categorization	!מִיּוּן
categorisation	!מִיּוּן
sorting	!מִיּוּן
knock	כִּסּוּחַ
knock	קְטִילָה
roast	כִּסּוּחַ
roast	קְטִילָה
attribution	יִחוּס
attribution	שִׁיּוּךְ
ascription	יִחוּס
ascription	שִׁיּוּךְ
evaluation	שׁוּמָה
valuation	שׁוּמָה
rating	שׁוּמָה
reappraisal	שִׁעְרוּךְ
revaluation	שִׁעְרוּךְ
review	שִׁעְרוּךְ
reassessment	שִׁעְרוּךְ
discrimination	הַבְחָנָה
secernment	הַבְחָנָה
cut	גִּזְרָה
imprinting	הַטְבָּעָה
experience	נִסָּיוֹן
memory	זִכָּרוֹן
remembering	זִכָּרוֹן
symbol	!סֵמֶל
symbolization	!סֵמֶל
symbolisation	!סֵמֶל
symbolic representation	!סֵמֶל
anthropomorphism	אַנְתְּרוֹפּוֹמוֹרְפִיזְם
theanthropism	אַנְתְּרוֹפּוֹמוֹרְפִיזְם
nightmare	סִיּוּט
wet dream	חֲלוֹם-רָטוּב
thinking	חֲשִׁיבָה
thinking	מַחְשָׁבָה
thought	חֲשִׁיבָה
thought	מַחְשָׁבָה
thought process	חֲשִׁיבָה
thought process	מַחְשָׁבָה
cerebration	חֲשִׁיבָה
cerebration	מַחְשָׁבָה
intellection	חֲשִׁיבָה
intellection	מַחְשָׁבָה
mentation	חֲשִׁיבָה
mentation	מַחְשָׁבָה
argumentation	!טַעֲנָה
logical argument	!טַעֲנָה
argument	!טַעֲנָה
line of reasoning	!טַעֲנָה
line	!טַעֲנָה
prediction	נִבּוּי
anticipation	נִבּוּי
prevision	נִבּוּי
syllogism	!הֶקֵּשׁ
abstraction	הַכְלָלָה
generalization	הַכְלָלָה
generalisation	הַכְלָלָה
deliberation	!שְׁקִילָה
weighing	!שְׁקִילָה
advisement	!שְׁקִילָה
choice	!בְּחִירָה
pick	!בְּחִירָה
selection	!בְּחִירָה
option	חֲלוּפָה
option	אַלְטֶרְנָטִיבָה
alternative	חֲלוּפָה
alternative	אַלְטֶרְנָטִיבָה
choice	חֲלוּפָה
choice	אַלְטֶרְנָטִיבָה
explanation	!הֶסְבֵּר
basis	בָּסִיס
foundation	בָּסִיס
fundament	בָּסִיס
groundwork	בָּסִיס
cornerstone	בָּסִיס
agreement	!הֶסְכֵּם
arrangement	!הֶסְכֵּם
deliberation	חִשּׁוּב
inspiration	!הַבְרָקָה
inquiry	!מֶחְקָר
inquiry	!חֲקִירָה
enquiry	!מֶחְקָר
enquiry	!חֲקִירָה
research	!מֶחְקָר
research	!חֲקִירָה
trial run	!נִסּוּי
tryout	!נִסּוּי
probe	חֲקִירָה
appreciation	!אֲחִיזָה
grasp	!אֲחִיזָה
hold	!אֲחִיזָה
revelation	!גִּלּוּי
content	כְּלַל-הַיֶּדַע
cognitive content	כְּלַל-הַיֶּדַע
mental object	כְּלַל-הַיֶּדַע
memento	מַזְכֶּרֶת
topic	!עִנְיָן
topic	!נוֹשֵׂא
subject	!עִנְיָן
subject	!נוֹשֵׂא
issue	!עִנְיָן
issue	!נוֹשֵׂא
matter	!עִנְיָן
matter	!נוֹשֵׂא
datum	נָתוּן
data point	נָתוּן
example	!דֻּגְמָה
illustration	!דֻּגְמָה
instance	!דֻּגְמָה
representative	!דֻּגְמָה
coupon	GAP!
joy	!תַּעֲנוּג
delight	!תַּעֲנוּג
pleasure	!תַּעֲנוּג
annoyance	כְּאֵב-רֹאשׁ
annoyance	מִטְרָד
annoyance	קוֹץ-בַּתַּחַת
bother	כְּאֵב-רֹאשׁ
bother	מִטְרָד
bother	קוֹץ-בַּתַּחַת
botheration	כְּאֵב-רֹאשׁ
botheration	מִטְרָד
botheration	קוֹץ-בַּתַּחַת
pain	כְּאֵב-רֹאשׁ
pain	מִטְרָד
pain	קוֹץ-בַּתַּחַת
infliction	כְּאֵב-רֹאשׁ
infliction	מִטְרָד
infliction	קוֹץ-בַּתַּחַת
pain in the neck	כְּאֵב-רֹאשׁ
pain in the neck	מִטְרָד
pain in the neck	קוֹץ-בַּתַּחַת
pain in the ass	כְּאֵב-רֹאשׁ
pain in the ass	מִטְרָד
pain in the ass	קוֹץ-בַּתַּחַת
burden	עֹל
burden	תִּיק
burden	נֵטֶל
burden	עֹמֶס
burden	מַעֲמָסָה
burden	מַשָּׂא
load	עֹל
load	תִּיק
load	נֵטֶל
load	עֹמֶס
load	מַעֲמָסָה
load	מַשָּׂא
encumbrance	עֹל
encumbrance	תִּיק
encumbrance	נֵטֶל
encumbrance	עֹמֶס
encumbrance	מַעֲמָסָה
encumbrance	מַשָּׂא
incumbrance	עֹל
incumbrance	תִּיק
incumbrance	נֵטֶל
incumbrance	עֹמֶס
incumbrance	מַעֲמָסָה
incumbrance	מַשָּׂא
onus	עֹל
onus	תִּיק
onus	נֵטֶל
onus	עֹמֶס
onus	מַעֲמָסָה
onus	מַשָּׂא
grief	!צַעַר
sorrow	!צַעַר
idea	מַחְשָׁבָה
concept	מֻשָּׂג
conception	מֻשָּׂג
construct	מֻשָּׂג
kind	מִין
kind	סוּג
sort	מִין
sort	סוּג
form	מִין
form	סוּג
variety	מִין
variety	סוּג
description	!תֵּאוּר
property	תְּכוּנָה
attribute	תְּכוּנָה
dimension	תְּכוּנָה
department	תְּחוּם
teacher	!מוֹרֶה
sum	סְכוּם
amount	סְכוּם
total	סְכוּם
part	!קֶטַע
division	!קֶטַע
beginning	הַתְחָלָה
model	!מִסְגֶּרֶת
theoretical account	!מִסְגֶּרֶת
prerequisite	דְּרִישַׁת-קְדָם
requirement	דְּרִישַׁת-קְדָם
requirement	דְּרִישָׁה
demand	דְּרִישָׁה
mistake	!טָעוּת
misunderstanding	!טָעוּת
misapprehension	!טָעוּת
policy	מְדִינִיּוּת
legal system	!דִּין
regimen	!מִשְׁטָר
regime	!מִשְׁטָר
projection	!פְּרוֹיֶקְט
generality	הַכְלָלָה
meaning	מַשְׁמָעוּת
substance	מַשְׁמָעוּת
paragon	מוֹפֵת
idol	מוֹפֵת
perfection	מוֹפֵת
beau ideal	מוֹפֵת
exemplar	!דֻּגְמָה
model	!דֻּגְמָה
good example	!דֻּגְמָה
beauty	!יֹפִי
beaut	!יֹפִי
character	תַּפְקִיד
theatrical role	תַּפְקִיד
persona	תַּפְקִיד
memory	זֵכֶר
opinion	דֵּעָה
sentiment	דֵּעָה
persuasion	דֵּעָה
view	דֵּעָה
thought	דֵּעָה
religion	!דָּת
faith	!דָּת
religious belief	!דָּת
promise	הַבְטָחָה
